 Metric Date, Revenue_share , OI_share ,  NI_Growth  ,  Revenue_Growth  ,  GP_Margin  , OP_Margin , NP_Margin , EPS , EPS_GrowthCurrent_Ratio , Quick_Ratio , DE_Ratio , Interest_Coverage_Ratio , Leverage , Asset_Turnover_Ratio , Receivables_Turnover Ratio , OCFR , FCF , BV_share , DPS , Shares_Os , ROE , ROCE , Op_Margin , EPS_Growth , Current_Ratio , Receivables_Turnover_Ratio , OCF , symbol , NII_share , EBT_share , NI_Margin , NIM , CIR , LTD , ROA , NITR , NIncM , NPA , Tier1 , Tier2 , Interbank , NII_Growth , EBT_Growth ,
31-03-2024, 188.60 , 17.80 , 18.20 , -1.80 , 34.20 ,, 8.20 , 15.40 ,, 1.40 , 1.30 , 33.50 , 0.60 , 1.20 ,,," 2,886.60 ", 69.40 , 6.00 , 183.80 , 0.20 ,, 9.50 , -1.80 , 1.50 , 4.10 ," 1,993.90 ",  PRAJIND  ,,,,,,,,,,,,,,,,
31-03-2014, 72.80 , 18.80 ,,, 39.40 ,, 12.30 , 9.00 ,, 0.50 , 1.80 , 3.10 , 0.60 , 0.30 ,,," 6,261.40 ", 93.70 , 1.50 , 350.00 , 0.10 , 0.10 , 25.90 ,, 1.00 , 3.20 ," 1,479.20 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2015, 93.50 , 23.40 , 5.80 , 34.20 , 40.20 ,, 9.70 , 9.10 ,, 0.50 , 1.90 , 2.80 , 0.70 , 0.30 ,,, -809.00 , 115.30 , 1.50 , 365.80 , 0.10 , 0.10 , 25.00 , 34.20 , 1.20 , 3.60 ," -4,779.60 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2016, 147.50 , 25.10 , 83.50 , 61.70 , 27.30 ,, 11.00 , 16.30 ,, 0.30 , 2.70 , 3.00 , 0.70 , 0.30 ,,," 13,570.00 ", 118.00 , 1.20 , 375.00 , 0.10 , 0.10 , 17.00 , 61.70 , 1.20 , 4.70 ," 4,351.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2017, 127.30 , 20.20 , -56.60 , -13.70 , 29.40 ,, 5.50 , 7.10 ,, 0.30 , 2.70 , 2.70 , 0.70 , 0.30 ,,," 13,813.00 ", 123.10 , 1.20 , 375.00 , 0.10 ,  -    , 15.80 , -13.70 , 1.10 , 4.60 ," 5,141.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2018, 146.60 , 30.00 , 40.20 , 15.20 , 37.50 ,, 6.80 , 9.90 ,, 0.30 , 2.80 , 2.10 , 0.70 , 0.30 ,,," 16,569.00 ", 132.30 , 1.20 , 375.00 , 0.10 ,  -    , 20.50 , 15.20 , 0.90 , 5.60 ," 10,716.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2019, 137.90 , 30.30 , 11.90 , -5.90 , 49.10 ,, 8.00 , 11.10 ,, 0.20 , 5.60 , 1.70 , 0.80 , 0.20 ,,," 15,273.00 ", 115.70 , 1.50 , 375.00 , 0.10 ,  -    , 22.00 , -5.90 , 0.90 , 3.00 ," 7,621.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2020, 214.20 , 44.60 , -3.00 , 57.10 , 45.10 ,, 5.00 , 10.60 ,, 0.20 , 4.30 , 1.70 , 0.80 , 0.30 ,,," 37,714.00 ", 147.30 , 1.50 , 379.30 , 0.10 ,  -    , 20.80 , 57.10 , 0.90 , 5.40 ," 22,263.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2021, 180.70 , 34.20 , 590.20 , -10.90 , 40.10 ,, 38.40 , 69.40 ,, 0.40 , 2.00 , 1.40 , 0.70 , 0.30 ,,," 25,888.00 ", 210.10 , 1.50 , 400.90 , 0.30 , 0.30 , 18.90 , -10.90 , 1.20 , 5.20 ," 18,394.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2022, 159.40 , 26.80 , -58.70 , -11.80 , 47.20 ,, 18.00 , 28.70 ,, 0.40 , 2.20 , 2.10 , 0.70 , 0.20 ,,," 44,103.00 ", 238.20 , 1.50 , 400.90 , 0.10 , 0.10 , 16.80 , -11.80 , 1.20 , 4.10 ," 21,399.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2023, 207.40 , 36.00 , -18.10 , 30.10 , 48.00 ,, 11.30 , 23.50 ,, 0.40 , 2.60 , 1.90 , 0.70 , 0.20 ,,," 31,897.00 ", 255.90 , 1.50 , 400.90 , 0.10 , 0.10 , 17.30 , 30.10 , 1.10 , 5.00 ," 15,395.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2024, 196.50 , 44.50 , 45.90 , -5.30 , 65.80 ,, 17.40 , 34.30 ,, 0.40 , 3.10 , 1.50 , 0.80 , 0.20 ,,," 32,040.00 ", 294.40 , 1.80 , 400.80 , 0.10 , 0.10 , 22.60 , -5.30 , 1.20 , 6.40 ," 12,973.00 ",  PRESTIGE  ,,,,,,,,,,,,,,,,
31-03-2014, 104.80 , 8.20 ,,, 23.20 ,, 2.50 , 2.60 ,, 0.70 , 3.30 , 2.20 , 0.80 , 1.70 ,,, 501.20 , 14.50 ,, 96.00 , 0.20 , 0.10 , 7.90 ,, 1.10 , 4.90 , 127.80 ,  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2015, 99.70 , 5.60 , -37.50 , -4.90 , 24.20 ,, 1.60 , 1.60 ,, 0.70 , 2.90 , 1.60 , 0.70 , 1.60 ,,," 1,533.00 ", 16.10 ,, 96.00 , 0.10 , 0.10 , 5.60 , -4.90 , 1.10 , 4.50 ," 1,221.30 ",  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2016, 108.30 , 8.10 , 88.40 , 5.20 , 25.90 ,, 2.90 , 3.20 ,, 0.80 , 2.50 , 2.50 , 0.70 , 1.50 ,,," 1,424.40 ", 19.80 ,, 93.00 , 0.20 , 0.10 , 7.50 , 5.20 , 1.10 , 4.20 , 894.10 ,  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2017, 131.90 , 13.80 , 151.20 , 23.70 , 28.70 ,, 6.00 , 7.80 ,, 0.80 , 2.10 , 4.00 , 0.70 , 1.60 ,,," 1,662.40 ", 25.70 ,, 94.50 , 0.30 , 0.20 , 10.50 , 23.70 , 1.20 , 5.30 , 968.20 ,  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2018, 146.10 , 14.60 , -1.90 , 5.50 , 29.90 ,, 5.50 , 8.10 ,, 0.60 , 2.10 , 4.10 , 0.70 , 1.30 ,,," 3,408.20 ", 35.20 ,, 90.00 , 0.20 , 0.20 , 10.00 , 5.50 , 1.10 , 5.50 ," 1,622.40 ",  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2019, 174.60 , 15.80 , 12.90 , 19.50 , 28.30 ,, 5.20 , 9.10 ,, 0.70 , 1.60 , 4.30 , 0.60 , 1.50 ,,," 3,321.40 ", 44.30 ,, 90.00 , 0.20 , 0.20 , 9.00 , 19.50 , 1.10 , 6.30 ," 2,186.40 ",  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2020, 171.10 , 19.40 , 37.00 , 4.10 , 31.10 ,, 6.90 , 11.80 ,, 1.00 , 0.70 , 6.50 , 0.40 , 1.20 ,,," 2,229.70 ", 87.60 , 1.00 , 95.60 , 0.10 , 0.10 , 11.30 , 4.10 , 1.70 , 9.00 ," 1,023.00 ",  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2021, 188.30 , 28.10 , 97.20 , 26.70 , 33.40 ,, 10.70 , 20.20 ,, 1.40 , 0.50 , 17.10 , 0.30 , 1.30 ,,," 4,137.40 ", 94.80 , 3.50 , 110.00 , 0.20 ,, 14.90 , 26.60 , 1.90 , 6.20 ," 2,919.90 ",  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2022, 241.00 , 31.70 , 12.40 , 28.30 , 28.80 ,, 9.40 , 22.60 ,, 0.90 , 0.50 , 28.40 , 0.30 , 1.40 ,,," 1,497.10 ", 114.80 , 3.50 , 110.20 , 0.20 ,, 13.10 , 28.30 , 1.90 , 6.10 , -195.00 ,  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2023, 245.20 , 15.20 , -51.30 , 2.00 , 22.80 ,, 4.50 , 11.00 ,, 1.50 , 0.40 , 16.40 , 0.30 , 1.50 ,,," 4,608.10 ", 123.40 ,, 110.60 , 0.10 ,, 6.20 , 2.00 , 2.40 , 6.50 ," 3,601.60 ",  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2024, 233.80 , 21.00 , 50.30 , -4.70 , 29.60 ,, 7.10 , 16.50 ,, 1.60 , 0.40 , 35.70 , 0.30 , 1.20 ,,," 2,201.60 ", 139.70 , 1.00 , 110.50 , 0.10 , 0.10 , 9.00 , -4.60 , 2.40 , 4.40 , 329.00 ,  PRINCEPIPE  ,,,,,,,,,,,,,,,,
31-03-2014, 101.80 , -0.20 ,,, 34.30 ,, -1.70 , -1.80 ,, 0.60 , 3.10 ,  -    , 0.80 , 1.10 ,,," 2,677.50 ", 22.70 ,, 491.00 , -0.10 ,  -    , -0.20 ,, 0.90 , 9.40 , 566.00 ,  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2015, 112.30 , 3.70 , -103.00 , 12.50 , 37.40 ,,  -    , 0.10 ,, 0.70 , 3.40 , 0.70 , 0.80 , 1.20 ,,," 3,785.50 ", 22.20 ,, 501.00 ,  -    ,  -    , 3.30 , 12.50 , 1.00 , 9.70 ," 1,986.30 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2016, 103.80 , 3.30 , 10.30 , -7.10 , 37.20 ,, 0.10 , 0.10 ,, 0.70 , 3.00 , 0.60 , 0.80 , 1.00 ,,," 6,861.70 ", 24.80 ,, 503.40 ,  -    ,  -    , 3.10 , -7.10 , 1.00 , 8.50 ," 4,621.30 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2017, 99.60 , 3.30 , -162.30 , -4.00 , 39.80 ,,  -    ,  -    ,, 0.50 , 2.90 , 0.80 , 0.70 , 1.00 ,,," 8,715.10 ", 25.10 ,, 503.40 ,  -    ,  -    , 3.30 , -4.00 , 0.80 , 8.00 ," 6,756.10 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2018, 109.40 , 5.20 ," -2,461.10 ", 9.90 , 39.40 ,, 0.80 , 0.80 ,, 0.50 , 2.90 , 1.20 , 0.70 , 1.10 ,,," 9,282.60 ", 26.00 ,, 503.40 ,  -    ,  -    , 4.80 , 9.90 , 0.70 , 8.20 ," 5,866.20 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2019, 123.10 , 8.20 , 173.90 , 12.50 , 42.60 ,, 1.90 , 2.30 ,, 0.50 , 2.90 , 2.00 , 0.70 , 1.10 ,,," 9,404.80 ", 27.70 , 0.50 , 503.40 , 0.10 ,  -    , 6.70 , 12.50 , 0.80 , 8.60 ," 6,538.90 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2020, 118.30 , 6.40 , -91.40 , -3.90 , 42.90 ,, 0.20 , 0.20 ,, 0.60 , 3.60 , 1.30 , 0.80 , 1.00 ,,," 10,408.50 ", 26.30 , 1.00 , 503.40 ,  -    ,  -    , 5.40 , -3.80 , 0.90 , 8.30 ," 6,668.80 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2021, 111.00 , 6.60 ," 1,605.50 ", -6.20 , 44.50 ,, 3.10 , 3.40 ,, 0.70 , 3.10 , 1.60 , 0.80 , 0.90 ,,," 15,101.20 ", 30.30 ,, 503.40 , 0.10 , 0.10 , 6.00 , -6.20 , 0.90 , 8.90 ," 12,805.90 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2022, 125.30 , 4.30 , -46.40 , 12.90 , 43.20 ,, 1.50 , 1.80 ,, 0.50 , 3.00 , 1.20 , 0.80 , 1.00 ,,," 9,404.00 ", 31.70 ,, 503.40 , 0.10 ,  -    , 3.40 , 12.90 , 0.80 , 10.10 ," 5,727.10 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2023, 146.20 , -0.20 , -212.50 , 16.70 , 39.30 ,, -1.40 , -2.10 ,, 0.50 , 3.50 , -0.10 , 0.80 , 1.10 ,,," 9,609.60 ", 29.10 ,, 503.40 , -0.10 ,  -    , -0.10 , 16.70 , 0.70 , 10.60 ," 5,918.60 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2024, 150.80 , 1.50 , -275.40 , 3.10 , 41.10 ,, 2.40 , 3.60 ,, 0.50 , 3.30 , 0.40 , 0.80 , 1.10 ,,," 9,679.90 ", 32.70 ,, 503.10 , 0.10 , 0.10 , 1.00 , 3.10 , 0.80 , 10.90 ," 4,728.10 ",  PRSMJOHNSN  ,,,,,,,,,,,,,,,,
31-03-2014, 631.10 , 121.10 ,,, 51.50 ,, 14.70 , 93.00 ,, 1.80 , 0.50 , 73.00 , 0.30 , 1.40 ,,," 4,823.00 ", 309.00 , 27.50 , 32.50 , 0.30 , 0.30 , 19.20 ,, 2.00 , 23.80 ," 3,352.00 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2015, 718.50 , 139.60 , 14.60 , 13.90 , 60.00 ,, 14.80 , 106.60 ,, 1.70 , 0.60 , 79.20 , 0.40 , 1.20 ,,," 5,040.00 ", 378.50 , 30.30 , 32.50 , 0.30 , 0.30 , 19.40 , 13.80 , 1.90 , 20.50 ," 4,255.70 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2016, 701.00 , 175.40 , 22.10 , -2.40 , 60.70 ,, 18.60 , 130.20 ,, 2.90 , 0.30 , 141.60 , 0.20 , 1.10 ,,," 4,051.10 ", 508.90 , 36.00 , 32.50 , 0.30 , 0.30 , 25.00 , -2.40 , 3.20 , 15.20 ," 3,524.60 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2017, 714.80 , 190.60 , 2.40 , 2.00 , 60.10 ,, 18.60 , 133.30 ,, 0.70 , 1.20 , 79.80 , 0.50 , 2.00 ,,," 4,893.90 ", 162.10 , 27.00 , 32.50 , 0.80 , 0.80 , 26.70 , 2.00 , 1.00 , 17.50 ," 4,452.60 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2018, 756.40 , 182.20 , -13.40 , 5.80 , 61.10 ,, 15.30 , 115.40 ,, 1.20 , 0.80 , 332.20 , 0.40 , 1.70 ,,," 4,535.80 ", 248.10 , 40.00 , 32.50 , 0.50 , 0.50 , 24.10 , 5.80 , 1.50 , 16.50 ," 4,154.70 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2019, 907.80 , 175.90 , 11.90 , 20.00 , 57.80 ,, 14.20 , 129.10 ,, 1.40 , 0.80 , 341.80 , 0.40 , 1.80 ,,," 4,290.70 ", 280.00 , 88.00 , 32.50 , 0.50 , 0.50 , 19.40 , 20.00 , 1.70 , 16.20 ," 4,129.70 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2020, 924.80 , 181.90 , 3.30 , 1.90 , 62.90 ,, 14.40 , 133.40 ,, 1.90 , 0.60 , 360.10 , 0.40 , 1.60 ,,," 5,247.70 ", 356.70 , 105.00 , 32.50 , 0.40 , 0.40 , 19.70 , 1.90 , 2.20 , 18.00 ," 4,737.50 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2021," 1,101.10 ", 263.10 , 50.50 , 19.10 , 67.40 ,, 18.20 , 200.80 ,, 1.00 , 1.30 , 623.40 , 0.60 , 2.20 ,,," 8,947.20 ", 220.00 , 165.00 , 32.50 , 0.90 , 0.90 , 23.90 , 19.10 , 1.30 , 25.10 ," 8,631.20 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2022," 1,201.70 ", 243.10 , -11.70 , 9.10 , 59.80 ,, 14.80 , 177.40 ,, 1.00 , 1.30 , 132.90 , 0.60 , 2.30 ,,," 6,229.00 ", 227.20 , 160.00 , 32.50 , 0.80 , 0.80 , 20.20 , 9.10 , 1.30 , 20.30 ," 5,731.00 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2023," 1,207.00 ", 252.10 , 17.80 , 0.40 , 57.40 ,, 17.30 , 208.90 ,, 1.20 , 1.30 , 155.60 , 0.60 , 1.80 ,,," 8,702.10 ", 291.40 , 185.00 , 32.50 , 0.70 , 0.70 , 20.90 , 0.40 , 1.40 , 18.10 ," 8,257.70 ",  PGHH  ,,,,,,,,,,,,,,,,
31-03-2024," 1,271.20 ", 313.10 , 9.90 , 5.30 , 61.20 ,, 18.10 , 229.60 ,,,, 42.80 ,,,,,, 324.20 , 205.00 , 32.50 , 0.70 , 0.70 , 24.60 , 5.30 ,,,,  PGHH  ,,,,,,,,,,,,,,,,
31-03-2014, 81.80 ,    -      ,,, 100.00 ,, 24.90 , 20.30 ,,, 13.90 ,, 0.90 ,  -    ,,," -4,52,972.70 ", 216.40 , 2.00 ," 1,779.70 ", 0.10 ,  -    ,   -     ,,,   inf   ," -4,52,972.70 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2015, 78.20 ,    -      , -6.00 , -2.80 , 100.00 ,, 24.00 , 18.80 ,,, 13.90 ,, 0.90 ,  -    ,,," -4,92,283.00 ", 235.20 , 3.30 ," 1,810.50 ", 0.10 ,  -    ,   -     , -2.80 ,,   inf   ," -4,92,283.00 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2016, 35.00 ,    -      , -208.50 , -52.80 , 100.00 ,, -55.20 , -19.30 ,,, 15.80 ,, 0.90 ,  -    ,,," -4,09,702.10 ", 222.80 ,," 1,909.40 ", -0.10 ,  -    ,   -     , -52.70 ,,   inf   ," -4,09,702.10 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2017, 53.90 ,    -      , -132.20 , 65.50 , 100.00 ,, 10.70 , 5.80 ,,, 15.60 ,, 0.90 ,  -    ,,," -3,73,301.90 ", 215.30 ,," 2,053.20 ",  -    ,  -    ,   -     , 65.50 ,,   inf   ," -3,73,301.90 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2018, 4.80 ,    -      ," -1,120.30 ", -90.40 , 100.00 ,," -1,144.70 ", -54.60 ,,, 17.60 ,, 0.90 ,  -    ,,," -2,05,302.90 ", 188.60 ,," 2,217.40 ", -0.30 , -0.10 ,   -     , -90.40 ,,   inf   ," -2,05,302.90 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2019, 5.20 ,    -      , -21.00 , 57.10 , 100.00 ,, -575.50 , -29.70 ,,, 16.00 ,, 0.90 ,  -    ,,," -6,69,671.30 ", 143.80 ,," 3,224.00 ", -0.20 , -0.10 ,   -     , 57.10 ,,   inf   ," -6,69,671.30 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2020, 22.90 ,    -      , -104.60 , 652.60 , 100.00 ,, 3.50 , 0.80 ,,, 12.30 ,, 0.90 ,  -    ,,," -4,11,732.30 ", 117.60 ,," 5,461.00 ",  -    ,  -    ,   -     , 652.60 ,,   inf   ," -4,11,732.30 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2021, 23.40 ,    -      , 484.30 , 81.20 , 100.00 ,, 11.30 , 2.60 ,,, 12.80 ,, 0.90 ,  -    ,,," -3,45,066.50 ", 95.80 ,," 9,705.90 ",  -    ,  -    ,   -     , 81.10 ,,   inf   ," -3,45,066.50 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2022, 22.10 ,    -      , 50.70 , 6.60 , 100.00 ,, 16.00 , 3.50 ,,, 12.70 ,, 0.90 ,  -    ,,," -2,04,852.60 ", 89.60 , 0.60 ," 10,946.70 ",  -    ,  -    ,   -     , 6.60 ,,   inf   ," -2,04,852.60 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2023, 24.90 ,    -      , -13.30 , 13.40 , 100.00 ,, 12.20 , 3.00 ,,, 13.50 ,, 0.90 ,  -    ,,," -11,35,205.20 ", 93.90 , 0.70 ," 11,011.00 ",  -    ,  -    ,   -     , 13.40 ,,   inf   ," -11,35,205.20 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2024, 33.70 ,    -      , 172.00 , 35.50 , 100.00 ,, 24.50 , 8.30 ,,, 13.40 ,, 0.90 ,  -    ,,," -11,68,176.00 ", 100.80 , 1.50 ," 11,011.00 ", 0.10 ,  -    ,   -     , 35.50 ,,   inf   ," -11,68,176.00 ",  PNB  ,,,,,,,,,,,,,,,,
31-03-2014, 329.90 , 29.50 ,,, 41.60 ,, 4.20 , 13.70 ,, 0.30 , 1.80 , 1.60 , 0.60 , 1.00 ,,," 4,029.90 ", 116.60 , 2.50 , 40.90 , 0.10 , 0.10 , 8.90 ,, 0.40 , 25.60 ," 2,296.20 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2015, 357.60 , 21.60 , -77.20 , 9.60 , 65.70 ,, 0.90 , 3.10 ,, 0.40 , 2.20 , 1.20 , 0.70 , 1.00 ,,," 3,246.60 ", 108.30 , 1.00 , 41.30 ,  -    ,  -    , 6.00 , 9.60 , 0.50 , 18.60 ," 1,552.60 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2016, 410.60 , 46.90 , 672.90 , 25.20 , 66.70 ,, 5.30 , 21.90 ,, 1.10 , 1.10 , 2.70 , 0.50 , 1.00 ,,," 5,888.60 ", 204.50 , 2.00 , 45.00 , 0.10 , 0.10 , 11.40 , 25.20 , 1.10 , 18.50 ," 3,543.40 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2017, 453.60 , 46.80 , -2.90 , 14.60 , 67.10 ,, 4.50 , 20.50 ,, 0.40 , 1.20 , 3.00 , 0.50 , 1.00 ,,," 9,526.60 ", 215.20 , 2.00 , 46.70 , 0.10 , 0.10 , 10.30 , 14.60 , 0.50 , 20.10 ," 3,196.10 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2018, 499.40 , 57.20 , 30.20 , 10.10 , 66.10 ,, 5.30 , 26.70 ,, 0.40 , 1.20 , 3.50 , 0.50 , 1.00 ,,," 7,862.80 ", 230.30 , 2.00 , 46.70 , 0.10 , 0.10 , 11.50 , 10.10 , 0.40 , 14.80 ," 4,462.60 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2019, 646.40 , 86.30 , 52.20 , 32.20 , 65.70 ,, 6.20 , 39.80 ,, 0.30 , 1.60 , 4.50 , 0.60 , 0.80 ,,," 12,658.30 ", 313.40 , 2.00 , 47.70 , 0.10 , 0.10 , 13.40 , 32.20 , 0.40 , 15.90 ," 8,296.40 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2020, 688.20 , 110.30 , -85.60 , 10.70 , 68.00 ,, 0.80 , 5.50 ,, 0.60 , 4.00 , 1.20 , 0.80 , 0.50 ,,," 11,720.90 ", 298.40 , 4.00 , 49.60 ,  -    ,  -    , 16.00 , 10.70 , 0.60 , 17.10 ," 7,870.40 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2021, 50.80 , -162.50 ," -2,839.20 ", -91.80 , 61.40 ,, -267.10 , -135.60 ,, 0.90 , 3.10 , -1.90 , 0.80 ,  -    ,,," -2,959.40 ", 332.50 ,, 55.10 , -0.40 , -0.30 , -319.90 , -91.80 , 0.90 , 7.80 ," -4,126.80 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2022, 218.50 , -80.30 , -34.70 , 374.80 , 65.20 ,, -36.70 , -80.20 ,, 0.60 , 4.30 , -1.00 , 0.80 , 0.20 ,,," 2,916.90 ", 225.10 ,, 60.90 , -0.40 , -0.20 , -36.80 , 374.80 , 0.60 , 16.30 ," 1,667.90 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2023, 577.40 , 47.30 , -31.40 , 182.10 , 66.80 ,, -8.90 , -51.60 ,, 0.40 , 1.20 , 0.60 , 0.60 , 0.20 ,,," 14,998.50 "," 1,128.40 ",, 65.00 ,  -    ,  -    , 8.20 , 182.10 , 0.40 , 20.60 ," 8,639.00 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2024, 622.20 , 60.20 , -90.50 , 62.80 , 68.70 ,, -0.50 , -3.30 ,, 0.40 , 1.30 , 0.70 , 0.60 , 0.40 ,,," 26,134.00 ", 746.10 ,, 98.20 ,  -    ,  -    , 9.70 , 62.80 , 0.40 , 26.00 ," 19,790.00 ",  PVRINOX  ,,,,,,,,,,,,,,,,
31-03-2015, 222.50 , 10.40 ,,, 8.70 ,, 2.60 , 5.80 ,, 1.20 , 1.90 , 5.80 , 0.60 , 2.90 ,,, 136.20 , 27.30 ,, 92.30 , 0.20 , 0.20 , 4.70 ,, 1.20 , 5.10 , 19.40 ,  QUESS  ,,,,,,,,,,,,,,,,
31-03-2016, 303.40 , 12.10 , 51.00 , 67.30 , 10.50 ,, 2.40 , 7.20 ,, 1.00 , 2.50 , 4.80 , 0.70 , 2.70 ,,, -269.70 , 31.50 ,, 113.20 , 0.20 , 0.20 , 4.00 , 67.30 , 1.00 , 5.00 , -495.20 ,  QUESS  ,,,,,,,,,,,,,,,,
31-03-2017, 344.60 , 16.50 , 50.20 , 25.60 , 12.80 ,, 2.80 , 9.70 ,, 1.30 , 1.20 , 4.60 , 0.50 , 1.50 ,,," 1,066.40 ", 104.30 ,, 125.20 , 0.10 , 0.10 , 4.80 , 25.60 , 1.30 , 4.80 , 683.70 ,  QUESS  ,,,,,,,,,,,,,,,,
31-03-2018, 437.30 , 20.30 , 155.10 , 42.90 , 14.10 ,, 5.00 , 22.10 ,, 1.40 , 1.00 , 4.20 , 0.50 , 1.30 ,,," 1,935.00 ", 174.60 ,, 141.00 , 0.10 , 0.10 , 4.60 , 42.90 , 1.40 , 4.40 ," 1,086.70 ",  QUESS  ,,,,,,,,,,,,,,,,
31-03-2019, 584.90 , 23.60 , -17.40 , 38.30 , 16.80 ,, 3.00 , 17.60 ,, 1.40 , 0.80 , 3.20 , 0.50 , 1.70 ,,," 2,973.00 ", 187.20 ,, 145.80 , 0.10 , 0.10 , 4.00 , 38.30 , 1.40 , 5.30 ," 2,015.80 ",  QUESS  ,,,,,,,,,,,,,,,,
31-03-2020, 748.50 , 28.20 , -273.20 , 28.90 , 13.80 ,, -4.00 , -30.30 ,, 1.30 , 1.30 , 2.50 , 0.60 , 2.10 ,,," 4,179.80 ", 160.20 ,, 146.80 , -0.20 , -0.20 , 3.80 , 28.90 , 1.30 , 5.80 ," 3,611.00 ",  QUESS  ,,,,,,,,,,,,,,,,
31-03-2021, 734.10 , 15.70 , -113.00 , -1.40 , 11.10 ,, 0.50 , 3.90 ,, 1.50 , 0.90 , 2.20 , 0.50 , 2.30 ,,," 7,803.90 ", 165.10 , 7.00 , 147.60 ,  -    ,  -    , 2.10 , -1.40 , 1.60 , 6.00 ," 7,153.60 ",  QUESS  ,,,,,,,,,,,,,,,,
31-03-2022, 926.50 , 27.80 , 316.80 , 26.30 , 11.20 ,, 1.80 , 16.30 ,, 1.30 , 1.10 , 5.30 , 0.50 , 2.50 ,,," 6,385.50 ", 173.80 , 8.00 , 147.80 , 0.10 , 0.10 , 3.00 , 26.30 , 1.30 , 5.90 ," 5,538.80 ",  QUESS  ,,,,,,,,,,,,,,,,
31-03-2023," 1,158.50 ", 21.00 , -7.00 , 25.30 , 10.70 ,, 1.30 , 15.20 ,, 1.30 , 1.20 , 3.00 , 0.60 , 2.80 ,,," 5,702.70 ", 184.40 ,, 148.10 , 0.10 , 0.10 , 1.80 , 25.30 , 1.30 , 6.40 ," 4,662.60 ",  QUESS  ,,,,,,,,,,,,,,,,
